CUSTOMER;PRODOTTO;YW;START_DATE;END_DATE;PriceUnits;PriceVolume;Units;Volume;Value;WD
Customer B;SOLE E LUNA CP;2020-34;44060;44066;6,10703125;62,536;128;12,5;781,7;29
Customer B;SOLE E LUNA CP;2020-35;44067;44073;5,981212121;62,46202532;165;15,8;986,9;40
Customer B;SOLE E LUNA CP;2020-36;44074;44080;6,086986301;63,47857143;146;14;888,7;38
Customer B;SOLE E LUNA CP;2020-37;44081;44087;6,216853933;65,09411765;89;8,5;553,3;33
Customer B;SOLE E LUNA CP;2020-38;44088;44094;5,924022346;61,65116279;179;17,2;1060,4;34
Customer B;SOLE E LUNA CP;2020-39;44095;44101;5,763225806;59,1589404;155;15,1;893,3;33
Customer B;SOLE E LUNA CP;2020-40;44102;44108;5,404508197;55,87711864;244;23,6;1318,7;44
Customer B;SOLE E LUNA CP;2020-41;44109;44115;5,298529412;54,59090909;204;19,8;1080,9;35
Customer B;SOLE E LUNA CP;2020-42;44116;44122;5,357837838;55,37430168;185;17,9;991,2;41
Customer B;SOLE E LUNA CP;2020-43;44123;44129;5,65033557;59,28873239;149;14,2;841,9;47
Customer B;SOLE E LUNA CP;2020-44;44130;44136;5,869863014;61,21428571;146;14;857;36
Customer B;SOLE E LUNA CP;2020-45;44137;44143;5,881818182;61,39416058;143;13,7;841,1;38
Customer B;SOLE E LUNA CP;2020-46;44144;44150;5,776870748;59,38461538;147;14,3;849,2;30
Customer B;SOLE E LUNA CP;2020-47;44151;44157;6,078787879;63,18110236;132;12,7;802,4;41
Customer B;SOLE E LUNA CP;2020-48;44158;44164;4,365302782;45,9070568;611;58,1;2667,2;53
Customer B;SOLE E LUNA CP;2020-49;44165;44171;5,145147679;53,48245614;237;22,8;1219,4;45
Customer B;SOLE E LUNA CP;2020-50;44172;44178;5,482882883;57,68720379;222;21,1;1217,2;45
Customer B;SOLE E LUNA CP;2020-51;44179;44185;5,176825397;53,99668874;315;30,2;1630,7;53
Customer B;SOLE E LUNA CP;2020-52;44186;44192;5,408724832;56,35664336;298;28,6;1611,8;45
Customer B;SOLE E LUNA CP;2021-00;44193;44199;5,265168539;55,56521739;267;25,3;1405,8;46
Customer B;SOLE E LUNA CP;2021-01;44200;44206;4,762662338;50,40893471;308;29,1;1466,9;52
Customer B;SOLE E LUNA CP;2021-02;44207;44213;5,251851852;55,14444444;189;18;992,6;47
Customer B;SOLE E LUNA CP;2021-03;44214;44220;5,403921569;56,24489796;204;19,6;1102,4;40
Customer B;SOLE E LUNA CP;2021-04;44221;44227;5,139267016;53,93406593;191;18,2;981,6;45
Customer B;SOLE E LUNA CP;2021-05;44228;44234;5,268888889;54,38073394;225;21,8;1185,5;46
Customer B;SOLE E LUNA CP;2021-06;44235;44241;5,368325792;56,22748815;221;21,1;1186,4;41
Customer B;SOLE E LUNA CP;2021-07;44242;44248;5,430718954;56,52380952;153;14,7;830,9;35
Customer B;SOLE E LUNA CP;2021-08;44249;44255;4,840952381;50,49337748;315;30,2;1524,9;50
Customer B;SOLE E LUNA CP;2021-09;44256;44262;4,738216561;49,9261745;314;29,8;1487,8;49
Customer B;SOLE E LUNA CP;2021-10;44263;44269;5,231979695;55,11764706;197;18,7;1030,7;36
Customer B;SOLE E LUNA CP;2021-11;44270;44276;5,462337662;58,0137931;154;14,5;841,2;32
Customer B;SOLE E LUNA CP;2021-12;44277;44283;5,548351648;58,03448276;182;17,4;1009,8;37
Customer B;SOLE E LUNA CP;2021-13;44284;44290;5,526213592;57,49494949;206;19,8;1138,4;38
Customer B;SOLE E LUNA CP;2021-14;44291;44297;5,5715;58,95767196;200;18,9;1114,3;49
Customer B;SOLE E LUNA CP;2021-15;44298;44304;5,577777778;57,92307692;162;15,6;903,6;36
Customer B;SOLE E LUNA CP;2021-16;44305;44311;4,971825397;52,42259414;252;23,9;1252,9;35
Customer B;SOLE E LUNA CP;2021-17;44312;44318;5,14957265;54,03587444;234;22,3;1205;45
Customer B;SOLE E LUNA CP;2021-18;44319;44325;5,319158879;55,79901961;214;20,4;1138,3;39
Customer B;SOLE E LUNA CP;2021-19;44326;44332;5,415706806;57,14917127;191;18,1;1034,4;40
Customer B;SOLE E LUNA CP;2021-20;44333;44339;5,133054393;54,28318584;239;22,6;1226,8;44
Customer B;SOLE E LUNA CP;2021-21;44340;44346;5,372197309;56,24413146;223;21,3;1198;47
Customer B;SOLE E LUNA CP;2021-22;44347;44353;5,524761905;58,30150754;210;19,9;1160,2;40
Customer B;SOLE E LUNA CP;2021-23;44354;44360;5,539737991;57,66363636;229;22;1268,6;39
Customer B;SOLE E LUNA CP;2021-24;44361;44367;5,483425414;57,04022989;181;17,4;992,5;37
Customer B;SOLE E LUNA CP;2021-25;44368;44374;5,481382979;57,25;188;18;1030,5;37
Customer B;SOLE E LUNA CP;2021-26;44375;44381;5,45078534;57,2032967;191;18,2;1041,1;36
Customer B;SOLE E LUNA CP;2021-27;44382;44388;5,602020202;58,37894737;198;19;1109,2;38
Customer B;SOLE E LUNA CP;2021-28;44389;44395;5,570560748;57,86893204;214;20,6;1192,1;32
Customer B;SOLE E LUNA CP;2021-29;44396;44402;5,530588235;57,32926829;170;16,4;940,2;29
Customer B;SOLE E LUNA CP;2021-30;44403;44409;5,68013245;58,34693878;151;14,7;857,7;34
Customer B;SOLE E LUNA ESA;2018-05;43129;43135;17,14247227;30,07757902;1893;1078,9;32450,7;53
Customer B;SOLE E LUNA ESA;2018-06;43136;43142;17,17678448;30,36767949;1443;816,2;24786,1;53
Customer B;SOLE E LUNA ESA;2018-07;43143;43149;17,60891566;31,40395359;415;232,7;7307,7;50
Customer B;SOLE E LUNA ESA;2018-08;43150;43156;17,73108108;30,51395349;148;86;2624,2;29
Customer B;SOLE E LUNA ESA;2018-09;43157;43163;19,303125;35,1965812;64;35,1;1235,4;10
Customer B;SOLE E LUNA ESA;2018-10;43164;43170;19,60227273;33,95669291;44;25,4;862,5;4
Customer B;SOLE E LUNA ESA;2018-11;43171;43177;20,26764706;33,94581281;34;20,3;689,1;5
Customer B;SOLE E LUNA ESA;2018-12;43178;43184;20,446875;35,95054945;32;18,2;654,3;7
Customer B;SOLE E LUNA ESA;2018-13;43185;43191;19,99130435;33,80882353;23;13,6;459,8;5
Customer B;SOLE E LUNA ESA;2018-14;43192;43198;19,95625;36,28409091;16;8,8;319,3;5
Customer B;SOLE E LUNA ESA;2018-15;43199;43205;19,93846154;36;13;7,2;259,2;3
Customer B;SOLE E LUNA ESA;2018-16;43206;43212;19,38459677;34,43188655;1240;698,1;24036,9;42
Customer B;SOLE E LUNA ESA;2018-17;43213;43219;19,41173333;34,1702394;1125;639,1;21838,2;37
Customer B;SOLE E LUNA ESA;2018-18;43220;43226;19,45276382;34,1366843;398;226,8;7742,2;34
Customer B;SOLE E LUNA ESA;2018-19;43227;43233;19,825;34,85714286;96;54,6;1903,2;21
Customer B;SOLE E LUNA ESA;2018-20;43234;43240;19,41754386;34,5875;57;32;1106,8;15
Customer B;SOLE E LUNA ESA;2018-21;43241;43247;20,18333333;34,88477366;42;24,3;847,7;10
Customer B;SOLE E LUNA ESA;2018-22;43248;43254;19,02486486;33,61145975;1295;733;24637,2;50
Customer B;SOLE E LUNA ESA;2018-23;43255;43261;19,01766562;33,55280367;1268;718,7;24114,4;44
Customer B;SOLE E LUNA ESA;2018-24;43262;43268;19,08426667;33,07116451;375;216,4;7156,6;37
Customer B;SOLE E LUNA ESA;2018-25;43269;43275;19,11341463;33,41791045;82;46,9;1567,3;12
Customer B;SOLE E LUNA ESA;2018-26;43276;43282;19,30227273;32,7283237;88;51,9;1698,6;18
Customer B;SOLE E LUNA ESA;2018-27;43283;43289;19,43846154;32,92508143;52;30,7;1010,8;19
Customer B;SOLE E LUNA ESA;2018-28;43290;43296;19,74736842;32,9122807;19;11,4;375,2;6
Customer B;SOLE E LUNA ESA;2018-29;43297;43303;32,98888889;49,48333333;9;6;296,9;6
Customer B;SOLE E LUNA ESA;2018-30;43304;43310;19,50050378;33,65224951;794;460,1;15483,4;43
Customer B;SOLE E LUNA ESA;2018-31;43311;43317;19,62239382;34,46338156;777;442,4;15246,6;42
Customer B;SOLE E LUNA ESA;2018-32;43318;43324;19,56148649;35,65394089;148;81,2;2895,1;23
Customer B;SOLE E LUNA ESA;2018-33;43325;43331;20,01621622;35,15506329;111;63,2;2221,8;21
Customer B;SOLE E LUNA ESA;2018-34;43332;43338;21,16;36,84577114;105;60,3;2221,8;14
Customer B;SOLE E LUNA ESA;2018-35;43339;43345;21,24565217;33,46917808;46;29,2;977,3;20
Customer B;SOLE E LUNA ESA;2018-36;43346;43352;26,07619048;40,86567164;21;13,4;547,6;6
Customer B;SOLE E LUNA ESA;2018-37;43353;43359;29,9;54,36363636;4;2,2;119,6;1
Customer B;SOLE E LUNA ESA;2018-38;43360;43366;28,13333333;49,64705882;3;1,7;84,4;2
Customer B;SOLE E LUNA ESA;2018-39;43367;43373;20,37979185;35,62987111;1153;659,5;23497,9;47
Customer B;SOLE E LUNA ESA;2018-40;43374;43380;20,22898431;35,27329014;1211;694,5;24497,3;34
Customer B;SOLE E LUNA ESA;2018-41;43381;43387;20,29966102;35,39243499;295;169,2;5988,4;36
Customer B;SOLE E LUNA ESA;2018-42;43388;43394;19,80144928;35,12339332;69;38,9;1366,3;23
Customer B;SOLE E LUNA ESA;2018-43;43395;43401;20,06078431;34,79931973;51;29,4;1023,1;18
Customer B;SOLE E LUNA ESA;2018-44;43402;43408;20,48235294;34,30541872;34;20,3;696,4;9
Customer B;SOLE E LUNA ESA;2018-45;43409;43415;22,16818182;38,1015625;22;12,8;487,7;9
Customer B;SOLE E LUNA ESA;2018-46;43416;43422;18,72261905;32,76458333;84;48;1572,7;14
Customer B;SOLE E LUNA ESA;2018-47;43423;43429;17,93239669;31,56254849;1815;1031,2;32547,3;52
Customer B;SOLE E LUNA ESA;2018-48;43430;43436;17,98042328;31,24873563;378;217,5;6796,6;49
Customer B;SOLE E LUNA ESA;2018-49;43437;43443;19,11898734;33,1956044;79;45,5;1510,4;17
Customer B;SOLE E LUNA ESA;2018-50;43444;43450;19,32142857;33,39506173;42;24,3;811,5;10
Customer B;SOLE E LUNA ESA;2018-51;43451;43457;19,03333333;33,10144928;36;20,7;685,2;9
Customer B;SOLE E LUNA ESA;2018-52;43458;43464;18,30537037;32,35117002;1080;611,1;19769,8;50
Customer B;SOLE E LUNA ESA;2019-01;43465;43471;18,36627566;32,61927083;341;192;6262,9;42
Customer B;SOLE E LUNA ESA;2019-02;43472;43478;18,02816901;30,76923077;71;41,6;1280;24
Customer B;SOLE E LUNA ESA;2019-03;43479;43485;21,20204082;34,63;49;30;1038,9;18
Customer B;SOLE E LUNA ESA;2019-04;43486;43492;17,740625;27,42512077;32;20,7;567,7;18
Customer B;SOLE E LUNA ESA;2019-05;43493;43499;17,97857143;27,35869565;14;9,2;251,7;16
Customer B;SOLE E LUNA ESA;2019-06;43500;43506;21,97777778;36,62962963;9;5,4;197,8;11
Customer B;SOLE E LUNA ESA;2019-07;43507;43513;20,9;36,74725275;96;54,6;2006,4;13
Customer B;SOLE E LUNA ESA;2019-08;43514;43520;20,89130435;36,84815951;115;65,2;2402,5;13
Customer B;SOLE E LUNA ESA;2019-09;43521;43527;21,11917808;37,32929782;73;41,3;1541,7;10
Customer B;SOLE E LUNA ESA;2019-10;43528;43534;20,9;35,96428571;53;30,8;1107,7;8
Customer B;SOLE E LUNA ESA;2019-11;43535;43541;21,87826087;39,00775194;46;25,8;1006,4;3
Customer B;SOLE E LUNA ESA;2019-12;43542;43548;20,65471698;35,7745098;53;30,6;1094,7;9
Customer B;SOLE E LUNA ESA;2019-13;43549;43555;18,32312017;32,27354871;1423;807,9;26073,8;52
Customer B;SOLE E LUNA ESA;2019-14;43556;43562;18,2;32,12147971;1479;838;26917,8;53
Customer B;SOLE E LUNA ESA;2019-15;43563;43569;18,73057325;32,26220516;314;182,3;5881,4;44
Customer B;SOLE E LUNA ESA;2019-16;43570;43576;19,24408602;33,89583333;93;52,8;1789,7;18
Customer B;SOLE E LUNA ESA;2019-17;43577;43583;19,1257732;33,54792043;97;55,3;1855,2;22
Customer B;SOLE E LUNA ESA;2019-18;43584;43590;19,74545455;34,51042701;176;100,7;3475,2;20
Customer B;SOLE E LUNA ESA;2019-19;43591;43597;20,52857143;35,58285714;91;52,5;1868,1;12
Customer B;SOLE E LUNA ESA;2019-20;43598;43604;20,10434783;34,89811321;46;26,5;924,8;13
Customer B;SOLE E LUNA ESA;2019-21;43605;43611;18,21383648;32,17777778;159;90;2896;18
Customer B;SOLE E LUNA ESA;2019-22;43612;43618;17,06190476;30,00119617;147;83,6;2508,1;13
Customer B;SOLE E LUNA ESA;2019-23;43619;43625;17,09958159;30,07211185;239;135,9;4086,8;16
Customer B;SOLE E LUNA ESA;2019-24;43626;43632;17,47261905;30,137577;84;48,7;1467,7;14
Customer B;SOLE E LUNA ESA;2019-25;43633;43639;17,68139535;29,69921875;43;25,6;760,3;7
Customer B;SOLE E LUNA ESA;2019-26;43640;43646;18,00434783;29,57857143;23;14;414,1;8
Customer B;SOLE E LUNA ESA;2019-27;43647;43653;17,48125;29,13541667;16;9,6;279,7;6
Customer B;SOLE E LUNA ESA;2019-28;43654;43660;18,36847237;32,16486435;923;527,1;16954,1;49
Customer B;SOLE E LUNA ESA;2019-29;43661;43667;18,4996119;32,20040531;773;444,1;14300,2;42
Customer B;SOLE E LUNA ESA;2019-30;43668;43674;18,73092369;32,29916898;249;144,4;4664;38
Customer B;SOLE E LUNA ESA;2019-31;43675;43681;18,76075949;33,30561798;79;44,5;1482,1;20
Customer B;SOLE E LUNA ESA;2019-32;43682;43688;18,77017544;33,33021807;57;32,1;1069,9;15
Customer B;SOLE E LUNA ESA;2019-33;43689;43695;18,84871795;30,12704918;39;24,4;735,1;12
Customer B;SOLE E LUNA ESA;2019-34;43696;43702;18,25517241;30,07954545;29;17,6;529,4;18
Customer B;SOLE E LUNA ESA;2019-35;43703;43709;24,17272727;41,546875;11;6,4;265,9;5
Customer B;SOLE E LUNA ESA;2019-36;43710;43716;19,8;31,26315789;3;1,9;59,4;8
Customer B;SOLE E LUNA ESA;2019-37;43717;43723;31;42,27272727;3;2,2;93;5
Customer B;SOLE E LUNA ESA;2019-38;43724;43730;19,90714286;37,66216216;14;7,4;278,7;8
Customer B;SOLE E LUNA ESA;2019-39;43731;43737;17,77974194;30,98212479;1550;889,5;27558,6;53
Customer B;SOLE E LUNA ESA;2019-40;43738;43744;17,89603489;31,09673419;1261;725,7;22566,9;44
Customer B;SOLE E LUNA ESA;2019-41;43745;43751;17,5224924;30,89442658;329;186,6;5764,9;52
Customer B;SOLE E LUNA ESA;2019-42;43752;43758;17,36916667;30,60646109;120;68,1;2084,3;25
Customer B;SOLE E LUNA ESA;2019-43;43759;43765;18,18024691;31,73706897;81;46,4;1472,6;18
Customer B;SOLE E LUNA ESA;2019-44;43766;43772;18,52153846;33,62849162;65;35,8;1203,9;18
Customer B;SOLE E LUNA ESA;2019-45;43773;43779;19,03589744;34,53023256;39;21,5;742,4;8
Customer B;SOLE E LUNA ESA;2019-46;43780;43786;17,96046512;33,43290043;43;23,1;772,3;8
Customer B;SOLE E LUNA ESA;2019-47;43787;43793;18,39642857;33,01923077;28;15,6;515,1;6
Customer B;SOLE E LUNA ESA;2019-48;43794;43800;15,91764706;28,1875;17;9,6;270,6;4
Customer B;SOLE E LUNA ESA;2019-49;43801;43807;16,62222222;28,76923077;9;5,2;149,6;4
Customer B;SOLE E LUNA ESA;2019-50;43808;43814;18,12857143;27,58695652;7;4,6;126,9;2
Customer B;SOLE E LUNA ESA;2019-51;43815;43821;19,75294118;32,92156863;17;10,2;335,8;6
Customer B;SOLE E LUNA ESA;2019-52;43822;43828;18,16227723;32,19357669;1010;569,8;18343,9;54
Customer B;SOLE E LUNA ESA;2020-01;43829;43835;17,98109244;31,62192118;714;406;12838,5;53
Customer B;SOLE E LUNA ESA;2020-02;43836;43842;18,3619883;31,81256332;171;98,7;3139,9;26
Customer B;SOLE E LUNA ESA;2020-03;43843;43849;18,37192982;31,63746224;114;66,2;2094,4;20
Customer B;SOLE E LUNA ESA;2020-04;43850;43856;17,96455696;32,32801822;79;43,9;1419,2;16
Customer B;SOLE E LUNA ESA;2020-05;43857;43863;18,51294118;31,472;85;50;1573,6;30
Customer B;SOLE E LUNA ESA;2020-06;43864;43870;19,02903226;33,32768362;62;35,4;1179,8;13
Customer B;SOLE E LUNA ESA;2020-07;43871;43877;20,11;32,61081081;30;18,5;603,3;18
Customer B;SOLE E LUNA ESA;2020-08;43878;43884;20,34444444;33,29090909;18;11;366,2;11
Customer B;SOLE E LUNA ESA;2020-09;43885;43891;19,64;35,97069597;50;27,3;982;8
Customer B;SOLE E LUNA ESA;2020-10;43892;43898;18,98571429;33,3919598;35;19,9;664,5;8
Customer B;SOLE E LUNA ESA;2020-11;43899;43905;19,4;35,27272727;8;4,4;155,2;3
Customer B;SOLE E LUNA ESA;2020-12;43906;43912;25,65454545;43,41538462;11;6,5;282,2;3
Customer B;SOLE E LUNA ESA;2020-13;43913;43919;20,34875;36,30328935;960;538,1;19534,8;45
Customer B;SOLE E LUNA ESA;2020-14;43920;43926;20,01385542;35,91675676;332;185;6644,6;37
Customer B;SOLE E LUNA ESA;2020-15;43927;43933;19,75727273;34,44215531;110;63,1;2173,3;20
Customer B;SOLE E LUNA ESA;2020-16;43934;43940;19,84675325;34,41891892;77;44,4;1528,2;20
Customer B;SOLE E LUNA ESA;2020-17;43941;43947;19,9109375;35,00824176;64;36,4;1274,3;18
Customer B;SOLE E LUNA ESA;2020-18;43948;43954;19,26923077;33,17880795;52;30,2;1002;16
Customer B;SOLE E LUNA ESA;2020-19;43955;43961;22,19333333;37,61581921;30;17,7;665,8;9
Customer B;SOLE E LUNA ESA;2020-20;43962;43968;23,77619048;38,70542636;21;12,9;499,3;12
Customer B;SOLE E LUNA ESA;2020-21;43969;43975;19,50769231;34,27027027;13;7,4;253,6;2
Customer B;SOLE E LUNA ESA;2020-22;43976;43982;20,67692308;35,36842105;13;7,6;268,8;4
Customer B;SOLE E LUNA ESA;2020-23;43983;43989;20,97777778;35,96190476;18;10,5;377,6;7
Customer B;SOLE E LUNA ESA;2020-24;43990;43996;18,64754209;32,86446713;1485;842,6;27691,6;47
Customer B;SOLE E LUNA ESA;2020-25;43997;44003;18,65834032;32,82613184;1193;678,1;22259,4;47
Customer B;SOLE E LUNA ESA;2020-26;44004;44010;18,86752137;32,59104331;351;203,2;6622,5;54
Customer B;SOLE E LUNA ESA;2020-27;44011;44017;19,37133333;33,1322691;150;87,7;2905,7;36
Customer B;SOLE E LUNA ESA;2020-28;44018;44024;19,58974359;34,18344519;78;44,7;1528;25
Customer B;SOLE E LUNA ESA;2020-29;44025;44031;19,49382716;34,2516269;81;46,1;1579;21
Customer B;SOLE E LUNA ESA;2020-30;44032;44038;20,34166667;32,11842105;36;22,8;732,3;18
Customer B;SOLE E LUNA ESA;2020-31;44039;44045;23,67333333;41,29069767;15;8,6;355,1;6
Customer B;SOLE E LUNA ESA;2020-32;44046;44052;19,9;32,39534884;7;4,3;139,3;7
Customer B;SOLE E LUNA ESA;2020-33;44053;44059;20,85;35,4893617;16;9,4;333,6;4
Customer B;SOLE E LUNA ESA;2020-34;44060;44066;19,9;32,67164179;11;6,7;218,9;8
Customer B;SOLE E LUNA ESA;2020-35;44067;44073;20,9;35,42372881;10;5,9;209;6
Customer B;SOLE E LUNA ESA;2020-36;44074;44080;20,30882353;34,18316832;34;20,2;690,5;14
Customer B;SOLE E LUNA ESA;2020-37;44081;44087;23,65714286;36;7;4,6;165,6;11
Customer B;SOLE E LUNA ESA;2020-38;44088;44094;19,84;33,06666667;10;6;198,4;7
Customer B;SOLE E LUNA ESA;2020-39;44095;44101;17,37536092;30,51555105;1039;591,6;18053;46
Customer B;SOLE E LUNA ESA;2020-40;44102;44108;16,67155825;29,1377578;1322;756,4;22039,8;44
Customer B;SOLE E LUNA ESA;2020-41;44109;44115;17,390625;30,1953337;320;184,3;5565;29
Customer B;SOLE E LUNA ESA;2020-42;44116;44122;17,52734375;30,31756757;128;74;2243,5;17
Customer B;SOLE E LUNA ESA;2020-43;44123;44129;17,8969697;29,67839196;33;19,9;590,6;16
Customer B;SOLE E LUNA ESA;2020-44;44130;44136;18,16111111;30,55140187;18;10,7;326,9;6
Customer B;SOLE E LUNA ESA;2020-45;44137;44143;19,21698113;33,8372093;53;30,1;1018,5;18
Customer B;SOLE E LUNA ESA;2020-46;44144;44150;25,63076923;41,39130435;26;16,1;666,4;7
Customer B;SOLE E LUNA ESA;2020-47;44151;44157;20,968;35,41891892;25;14,8;524,2;15
Customer B;SOLE E LUNA ESA;2020-48;44158;44164;24,28333333;40,47222222;6;3,6;145,7;6
Customer B;SOLE E LUNA ESA;2020-49;44165;44171;23,925;35,44444444;12;8,1;287,1;8
Customer B;SOLE E LUNA ESA;2020-50;44172;44178;26,45;39,18518519;4;2,7;105,8;7
Customer B;SOLE E LUNA ESA;2020-51;44179;44185;24,9;38,30769231;2;1,3;49,8;5
Customer B;SOLE E LUNA ESA;2020-52;44186;44192;22,4;33,18518519;4;2,7;89,6;4
Customer B;SOLE E LUNA ESA;2021-00;44193;44199;17,38760064;30,88145288;1242;699,3;21595,4;49
Customer B;SOLE E LUNA ESA;2021-01;44200;44206;16,54343732;29,16905355;1699;963,6;28107,3;50
Customer B;SOLE E LUNA ESA;2021-02;44207;44213;17,3825641;30,14317474;390;224,9;6779,2;35
Customer B;SOLE E LUNA ESA;2021-03;44214;44220;17,34505495;30,29558541;91;52,1;1578,4;22
Customer B;SOLE E LUNA ESA;2021-04;44221;44227;17,64054054;29,66818182;37;22;652,7;16
Customer B;SOLE E LUNA ESA;2021-05;44228;44234;17,26571429;29,33495146;35;20,6;604,3;10
Customer B;SOLE E LUNA ESA;2021-06;44235;44241;21,43333333;31,36585366;6;4,1;128,6;5
Customer B;SOLE E LUNA ESA;2021-07;44242;44248;21,54166667;35,90277778;12;7,2;258,5;6
Customer B;SOLE E LUNA ESA;2021-08;44249;44255;17,50526316;30,97555297;152;85,9;2660,8;17
Customer B;SOLE E LUNA ESA;2021-09;44256;44262;16,31472081;28,72207328;197;111,9;3214;16
Customer B;SOLE E LUNA ESA;2021-10;44263;44269;17,25869565;30,53461538;138;78;2381,7;13
Customer B;SOLE E LUNA ESA;2021-11;44270;44276;17,55591398;31,39807692;93;52;1632,7;11
Customer B;SOLE E LUNA ESA;2021-12;44277;44283;18,83913043;32,57894737;23;13,3;433,3;10
Customer B;SOLE E LUNA ESA;2021-13;44284;44290;24,66666667;43,52941176;15;8,5;370;6
Customer B;SOLE E LUNA ESA;2021-14;44291;44297;25,775;45,48529412;12;6,8;309,3;5
Customer B;SOLE E LUNA ESA;2021-15;44298;44304;24,70882353;43,08205128;34;19,5;840,1;14
Customer B;SOLE E LUNA ESA;2021-16;44305;44311;16,72659459;29,76262383;1850;1039,7;30944,2;53
Customer B;SOLE E LUNA ESA;2021-17;44312;44318;17,47512563;30,34511344;398;229,2;6955,1;39
Customer B;SOLE E LUNA ESA;2021-18;44319;44325;23,28493151;40,66507177;73;41,8;1699,8;22
Customer B;SOLE E LUNA ESA;2021-19;44326;44332;21,01;36,15487572;90;52,3;1890,9;20
Customer B;SOLE E LUNA ESA;2021-20;44333;44339;21,08333333;35,90611354;78;45,8;1644,5;16
Customer B;SOLE E LUNA ESA;2021-21;44340;44346;23,12553191;38,81785714;47;28;1086,9;22
Customer B;SOLE E LUNA ESA;2021-22;44347;44353;22,11428571;35,86100386;42;25,9;928,8;14
Customer B;SOLE E LUNA ESA;2021-23;44354;44360;21,05301205;36,32848233;83;48,1;1747,4;16
Customer B;SOLE E LUNA ESA;2021-24;44361;44367;20,33333333;35,075;138;80;2806;16
Customer B;SOLE E LUNA ESA;2021-25;44368;44374;19,91986755;33,94920993;151;88,6;3007,9;24
Customer B;SOLE E LUNA ESA;2021-26;44375;44381;19,69454545;33,50103093;165;97;3249,6;25
Customer B;SOLE E LUNA ESA;2021-27;44382;44388;18,03581081;31,73959572;148;84,1;2669,3;24
Customer B;SOLE E LUNA ESA;2021-28;44389;44395;18,16802721;31,90800478;147;83,7;2670,7;17
Customer B;SOLE E LUNA ESA;2021-29;44396;44402;18,99808917;32,99446903;157;90,4;2982,7;23
Customer B;SOLE E LUNA ESA;2021-30;44403;44409;19,17682927;33,4218916;164;94,1;3145;20
Customer B;SOLE E LUNA VP;2018-05;43129;43135;10,96474359;48,87142857;156;35;1710,5;36
Customer B;SOLE E LUNA VP;2018-06;43136;43142;9,027158556;40,63816254;637;141,5;5750,3;52
Customer B;SOLE E LUNA VP;2018-07;43143;43149;9,157839262;41,20213397;759;168,7;6950,8;57
Customer B;SOLE E LUNA VP;2018-08;43150;43156;9,430392157;42,33714789;510;113,6;4809,5;58
Customer B;SOLE E LUNA VP;2018-09;43157;43163;9,942039801;44,85634119;402;89,1;3996,7;54
Customer B;SOLE E LUNA VP;2018-10;43164;43170;11,23945946;50,4684466;185;41,2;2079,3;47
Customer B;SOLE E LUNA VP;2018-11;43171;43177;12,00319149;54,37590361;188;41,5;2256,6;40
Customer B;SOLE E LUNA VP;2018-12;43178;43184;9,072844037;40,96685998;545;120,7;4944,7;53
Customer B;SOLE E LUNA VP;2018-13;43185;43191;8,791955836;39,70156695;634;140,4;5574,1;53
Customer B;SOLE E LUNA VP;2018-14;43192;43198;9,446347032;42,69865841;438;96,9;4137,5;54
Customer B;SOLE E LUNA VP;2018-15;43199;43205;9,978431373;44,96907216;306;67,9;3053,4;43
Customer B;SOLE E LUNA VP;2018-16;43206;43212;11,57324841;51,76638177;157;35,1;1817;34
Customer B;SOLE E LUNA VP;2018-17;43213;43219;12,16839378;54,48955916;193;43,1;2348,5;35
Customer B;SOLE E LUNA VP;2018-18;43220;43226;11,26521739;50,47402597;207;46,2;2331,9;37
Customer B;SOLE E LUNA VP;2018-19;43227;43233;10,04878049;45,27472527;205;45,5;2060;35
Customer B;SOLE E LUNA VP;2018-20;43234;43240;10,95430108;49,09638554;186;41,5;2037,5;36
Customer B;SOLE E LUNA VP;2018-21;43241;43247;11,91847134;53,31054131;157;35,1;1871,2;37
Customer B;SOLE E LUNA VP;2018-22;43248;43254;11,80846561;53,3923445;189;41,8;2231,8;43
Customer B;SOLE E LUNA VP;2018-23;43255;43261;11,83533333;53,47289157;150;33,2;1775,3;37
Customer B;SOLE E LUNA VP;2018-24;43262;43268;11,9422619;53,35904255;168;37,6;2006,3;36
Customer B;SOLE E LUNA VP;2018-25;43269;43275;11,89197531;53,21823204;162;36,2;1926,5;37
Customer B;SOLE E LUNA VP;2018-26;43276;43282;11,92157895;53,29647059;190;42,5;2265,1;42
Customer B;SOLE E LUNA VP;2018-27;43283;43289;10,33972603;46,02439024;219;49,2;2264,4;40
Customer B;SOLE E LUNA VP;2018-28;43290;43296;8,16125908;36,7568157;826;183,4;6741,2;58
Customer B;SOLE E LUNA VP;2018-29;43297;43303;8,077358491;36,19785795;795;177,4;6421,5;47
Customer B;SOLE E LUNA VP;2018-30;43304;43310;8,32697201;37,52866972;393;87,2;3272,5;34
Customer B;SOLE E LUNA VP;2018-31;43311;43317;8,599545455;38,76844262;220;48,8;1891,9;28
Customer B;SOLE E LUNA VP;2018-32;43318;43324;8,512328767;38,47678019;146;32,3;1242,8;24
Customer B;SOLE E LUNA VP;2018-33;43325;43331;8,68125;38,4861461;176;39,7;1527,9;26
Customer B;SOLE E LUNA VP;2018-34;43332;43338;8,432258065;37,88405797;93;20,7;784,2;15
Customer B;SOLE E LUNA VP;2018-35;43339;43345;8,767961165;40,13777778;103;22,5;903,1;11
